seq1	11	12	h	8	+	11	12	255,0,0	8	0.00	0	5	3	0	0	1	0
seq1	11	12	m	8	+	11	12	255,0,0	8	37.50	3	5	0	0	0	1	0
seq1	12	13	h	3	-	12	13	255,0,0	3	0.00	0	3	0	0	0	0	0
seq1	12	13	m	3	-	12	13	255,0,0	3	0.00	0	3	0	0	0	0	0
seq1	35	36	h	14	+	35	36	255,0,0	14	0.00	0	9	5	0	0	0	0
seq1	35	36	m	14	+	35	36	255,0,0	14	35.71	5	9	0	0	0	0	0
seq1	36	37	h	3	-	36	37	255,0,0	3	0.00	0	3	0	1	0	0	0
seq1	36	37	m	3	-	36	37	255,0,0	3	0.00	0	3	0	1	0	0	0
seq1	54	55	h	13	+	54	55	255,0,0	13	7.69	1	9	3	0	0	0	1
seq1	54	55	m	13	+	54	55	255,0,0	13	23.08	3	9	1	0	0	0	1
seq1	55	56	h	5	-	55	56	255,0,0	5	0.00	0	5	0	0	0	0	0
seq1	55	56	m	5	-	55	56	255,0,0	5	0.00	0	5	0	0	0	0	0
seq1	59	60	h	12	+	59	60	255,0,0	12	0.00	0	12	0	0	0	0	2
seq1	59	60	m	12	+	59	60	255,0,0	12	0.00	0	12	0	0	0	0	2
seq1	60	61	h	5	-	60	61	255,0,0	5	0.00	0	5	0	0	0	0	0
seq1	60	61	m	5	-	60	61	255,0,0	5	0.00	0	5	0	0	0	0	0
seq1	80	81	h	13	+	80	81	255,0,0	13	7.69	1	9	3	0	0	0	1
seq1	80	81	m	13	+	80	81	255,0,0	13	23.08	3	9	1	0	0	0	1
seq1	81	82	h	6	-	81	82	255,0,0	6	0.00	0	4	2	1	0	0	0
seq1	81	82	m	6	-	81	82	255,0,0	6	33.33	2	4	0	1	0	0	0
seq1	83	84	h	11	+	83	84	255,0,0	11	0.00	0	3	8	0	0	3	0
seq1	83	84	m	11	+	83	84	255,0,0	11	72.73	8	3	0	0	0	3	0
seq1	84	85	h	6	-	84	85	255,0,0	6	0.00	0	5	1	0	0	0	1
seq1	84	85	m	6	-	84	85	255,0,0	6	16.67	1	5	0	0	0	0	1
seq1	97	98	h	14	+	97	98	255,0,0	14	14.29	2	7	5	0	0	0	1
seq1	97	98	m	14	+	97	98	255,0,0	14	35.71	5	7	2	0	0	0	1
seq1	98	99	h	7	-	98	99	255,0,0	7	0.00	0	7	0	0	0	0	0
seq1	98	99	m	7	-	98	99	255,0,0	7	0.00	0	7	0	0	0	0	0
seq1	104	105	h	12	+	104	105	255,0,0	12	8.33	1	8	3	1	0	1	1
seq1	104	105	m	12	+	104	105	255,0,0	12	25.00	3	8	1	1	0	1	1
seq1	105	106	h	7	-	105	106	255,0,0	7	0.00	0	7	0	0	0	0	0
seq1	105	106	m	7	-	105	106	255,0,0	7	0.00	0	7	0	0	0	0	0
seq1	107	108	h	13	+	107	108	255,0,0	13	7.69	1	10	2	1	0	0	1
seq1	107	108	m	13	+	107	108	255,0,0	13	15.38	2	10	1	1	0	0	1
seq1	108	109	h	7	-	108	109	255,0,0	7	14.29	1	6	0	0	0	0	0
seq1	108	109	m	7	-	108	109	255,0,0	7	0.00	0	6	1	0	0	0	0
seq1	123	124	h	13	+	123	124	255,0,0	13	0.00	0	13	0	0	0	1	1
seq1	123	124	m	13	+	123	124	255,0,0	13	0.00	0	13	0	0	0	1	1
seq1	124	125	h	7	-	124	125	255,0,0	7	0.00	0	7	0	0	0	0	2
seq1	124	125	m	7	-	124	125	255,0,0	7	0.00	0	7	0	0	0	0	2
seq1	131	132	h	14	+	131	132	255,0,0	14	0.00	0	8	6	0	0	0	1
seq1	131	132	m	14	+	131	132	255,0,0	14	42.86	6	8	0	0	0	0	1
seq1	132	133	h	8	-	132	133	255,0,0	8	0.00	0	8	0	0	0	0	1
seq1	132	133	m	8	-	132	133	255,0,0	8	0.00	0	8	0	0	0	0	1
seq1	155	156	h	11	+	155	156	255,0,0	11	0.00	0	7	4	1	0	1	2
seq1	155	156	m	11	+	155	156	255,0,0	11	36.36	4	7	0	1	0	1	2
seq1	156	157	h	9	-	156	157	255,0,0	9	0.00	0	9	0	0	0	0	0
seq1	156	157	m	9	-	156	157	255,0,0	9	0.00	0	9	0	0	0	0	0
seq1	174	175	h	11	+	174	175	255,0,0	11	9.09	1	7	3	2	0	0	1
seq1	174	175	m	11	+	174	175	255,0,0	11	27.27	3	7	1	2	0	0	1
seq1	175	176	h	7	-	175	176	255,0,0	7	0.00	0	4	3	0	0	0	0
seq1	175	176	m	7	-	175	176	255,0,0	7	42.86	3	4	0	0	0	0	0
seq1	179	180	h	13	+	179	180	255,0,0	13	23.08	3	7	3	0	0	1	0
seq1	179	180	m	13	+	179	180	255,0,0	13	23.08	3	7	3	0	0	1	0
seq1	180	181	h	6	-	180	181	255,0,0	6	0.00	0	6	0	1	0	0	0
seq1	180	181	m	6	-	180	181	255,0,0	6	0.00	0	6	0	1	0	0	0
seq1	194	195	h	14	+	194	195	255,0,0	14	0.00	0	13	1	0	0	1	0
seq1	194	195	m	14	+	194	195	255,0,0	14	7.14	1	13	0	0	0	1	0
seq1	195	196	h	4	-	195	196	255,0,0	4	0.00	0	4	0	0	0	2	1
seq1	195	196	m	4	-	195	196	255,0,0	4	0.00	0	4	0	0	0	2	1
seq1	203	204	h	14	+	203	204	255,0,0	14	0.00	0	14	0	0	0	2	0
seq1	203	204	m	14	+	203	204	255,0,0	14	0.00	0	14	0	0	0	2	0
seq1	204	205	h	5	-	204	205	255,0,0	5	0.00	0	5	0	0	0	1	1
seq1	204	205	m	5	-	204	205	255,0,0	5	0.00	0	5	0	0	0	1	1
seq1	227	228	h	16	+	227	228	255,0,0	16	0.00	0	6	10	0	0	0	0
seq1	227	228	m	16	+	227	228	255,0,0	16	62.50	10	6	0	0	0	0	0
seq1	228	229	h	6	-	228	229	255,0,0	6	0.00	0	5	1	0	0	0	1
seq1	228	229	m	6	-	228	229	255,0,0	6	16.67	1	5	0	0	0	0	1
seq1	251	252	h	15	+	251	252	255,0,0	15	0.00	0	14	1	0	0	0	0
seq1	251	252	m	15	+	251	252	255,0,0	15	6.67	1	14	0	0	0	0	0
seq1	252	253	h	9	-	252	253	255,0,0	9	0.00	0	9	0	0	0	0	0
seq1	252	253	m	9	-	252	253	255,0,0	9	0.00	0	9	0	0	0	0	0
seq1	266	267	h	9	+	266	267	255,0,0	9	0.00	0	9	0	1	0	0	2
seq1	266	267	m	9	+	266	267	255,0,0	9	0.00	0	9	0	1	0	0	2
seq1	267	268	h	6	-	267	268	255,0,0	6	0.00	0	5	1	0	0	0	1
seq1	267	268	m	6	-	267	268	255,0,0	6	16.67	1	5	0	0	0	0	1
seq1	275	276	h	12	+	275	276	255,0,0	12	0.00	0	3	9	0	0	0	0
seq1	275	276	m	12	+	275	276	255,0,0	12	75.00	9	3	0	0	0	0	0
seq1	276	277	h	6	-	276	277	255,0,0	6	16.67	1	4	1	0	0	0	0
seq1	276	277	m	6	-	276	277	255,0,0	6	16.67	1	4	1	0	0	0	0
seq1	299	300	h	12	+	299	300	255,0,0	12	0.00	0	3	9	0	0	0	1
seq1	299	300	m	12	+	299	300	255,0,0	12	75.00	9	3	0	0	0	0	1
seq1	300	301	h	6	-	300	301	255,0,0	6	0.00	0	6	0	0	0	0	0
seq1	300	301	m	6	-	300	301	255,0,0	6	0.00	0	6	0	0	0	0	0
seq1	323	324	h	12	+	323	324	255,0,0	12	8.33	1	1	10	0	0	1	0
seq1	323	324	m	12	+	323	324	255,0,0	12	83.33	10	1	1	0	0	1	0
seq1	324	325	h	6	-	324	325	255,0,0	6	0.00	0	4	2	0	0	0	0
seq1	324	325	m	6	-	324	325	255,0,0	6	33.33	2	4	0	0	0	0	0
seq1	334	335	h	10	+	334	335	255,0,0	10	0.00	0	7	3	0	0	0	2
seq1	334	335	m	10	+	334	335	255,0,0	10	30.00	3	7	0	0	0	0	2
seq1	335	336	h	6	-	335	336	255,0,0	6	0.00	0	6	0	0	0	0	0
seq1	335	336	m	6	-	335	336	255,0,0	6	0.00	0	6	0	0	0	0	0
seq1	347	348	h	11	+	347	348	255,0,0	11	18.18	2	7	2	0	0	0	0
seq1	347	348	m	11	+	347	348	255,0,0	11	18.18	2	7	2	0	0	0	0
seq1	348	349	h	6	-	348	349	255,0,0	6	0.00	0	6	0	0	0	0	0
seq1	348	349	m	6	-	348	349	255,0,0	6	0.00	0	6	0	0	0	0	0
seq1	371	372	h	7	+	371	372	255,0,0	7	28.57	2	2	3	1	0	0	1
seq1	371	372	m	7	+	371	372	255,0,0	7	42.86	3	2	2	1	0	0	1
seq1	372	373	h	6	-	372	373	255,0,0	6	0.00	0	5	1	0	0	0	0
seq1	372	373	m	6	-	372	373	255,0,0	6	16.67	1	5	0	0	0	0	0
seq1	386	387	h	5	+	386	387	255,0,0	5	20.00	1	3	1	0	0	0	4
seq1	386	387	m	5	+	386	387	255,0,0	5	20.00	1	3	1	0	0	0	4
seq1	387	388	h	5	-	387	388	255,0,0	5	0.00	0	4	1	1	0	0	0
seq1	387	388	m	5	-	387	388	255,0,0	5	20.00	1	4	0	1	0	0	0
seq1	392	393	h	6	+	392	393	255,0,0	6	16.67	1	3	2	2	0	0	2
